,fp,county,state,never,rarely,sometimes,frequently,always,county.cases,county.deaths,pop
2680,13251,Stephens,Georgia,0.198,0.069,0.081,0.242,0.41,139,1,
2690,13253,Stewart,Georgia,0.073,0.079,0.202,0.135,0.51,763,10,
2722,13255,Sumter,Georgia,0.072,0.038,0.179,0.202,0.509,3602,98,
2740,13257,Talbot,Georgia,0.087,0.116,0.116,0.31,0.37,284,5,
2742,13259,Taliaferro,Georgia,0.055,0.092,0.133,0.203,0.517,836,7,
2752,13261,Tattnall,Georgia,0.055,0.056,0.046,0.202,0.641,1840,51,
2754,13263,Taylor,Georgia,0.168,0.08,0.089,0.171,0.492,1669,21,
2763,13265,Telfair,Georgia,0.065,0.048,0.086,0.158,0.644,1800,26,
2767,13267,Terrell,Georgia,0.051,0.076,0.214,0.224,0.434,4685,139,
2776,13269,Thomas,Georgia,0.126,0.069,0.182,0.201,0.422,279,2,
2782,13271,Tift,Georgia,0.156,0.075,0.134,0.208,0.427,3390,54,
2801,13273,Toombs,Georgia,0.019,0.029,0.03,0.167,0.755,617,8,
2804,13275,Towns,Georgia,0.026,0.096,0.12,0.228,0.53,219,9,
2812,13277,Treutlen,Georgia,0.066,0.088,0.122,0.227,0.496,2548,22,
2818,13279,Troup,Georgia,0.097,0.069,0.179,0.226,0.429,544,5,
2826,13281,Turner,Georgia,0.076,0.096,0.098,0.199,0.531,1155,11,
2831,13283,Twiggs,Georgia,0.096,0.07,0.168,0.267,0.399,1855,60,
2843,13285,Union,Georgia,0.175,0.031,0.119,0.178,0.497,1242,61,
2861,13287,Upson,Georgia,0.141,0.042,0.094,0.175,0.547,534,4,
2904,13289,Walker,Georgia,0.04,0.077,0.188,0.148,0.547,3861,112,
2913,13291,Walton,Georgia,0.065,0.119,0.087,0.168,0.56,3801,38,
2919,13293,Ware,Georgia,0.16,0.1,0.114,0.206,0.421,433,5,
2920,13295,Warren,Georgia,0.144,0.164,0.117,0.21,0.366,2661,82,
2945,13297,Washington,Georgia,0.106,0.127,0.184,0.141,0.442,1174,35,
2980,13299,Wayne,Georgia,0.061,0.108,0.109,0.166,0.556,1692,49,
3000,13301,Webster,Georgia,0.095,0.065,0.14,0.226,0.474,62,2,
3023,13303,Wheeler,Georgia,0.104,0.07,0.053,0.157,0.617,426,19,
3028,13305,White,Georgia,0.029,0.139,0.143,0.139,0.55,1378,28,
3034,13307,Whitfield,Georgia,0.019,0.064,0.103,0.21,0.603,8203,87,
3044,13309,Wilcox,Georgia,0.135,0.078,0.162,0.23,0.395,395,28,
3045,13311,Wilkes,Georgia,0.057,0.064,0.099,0.347,0.433,470,9,
3048,13313,Wilkinson,Georgia,0.185,0.068,0.203,0.142,0.403,462,18,
3093,13315,Worth,Georgia,0.173,0.017,0.083,0.157,0.569,778,38,
1225,13317,Hawaii,Hawaii,0.08,0.086,0.114,0.172,0.548,103,5,
1282,13319,Honolulu,Hawaii,0.039,0.062,0.141,0.224,0.534,540,8,
1467,13321,Kauai,Hawaii,0.069,0.056,0.083,0.187,0.605,1021,18,
1832,15001,Maui,Hawaii,0.01,0.032,0.037,0.122,0.799,165,1,
4,15003,Ada,Idaho,0.011,0.012,0.027,0.151,0.798,27036,258,
11,15005,Adams,Idaho,0.026,0.013,0.032,0.08,0.85,4996,55,
129,15007,Bannock,Idaho,0,0.021,0.046,0.108,0.825,4822,35,
156,15009,Bear Lake,Idaho,0.034,0.016,0.025,0.122,0.803,200,1,
176,16001,Benewah,Idaho,0.118,0.078,0.084,0.194,0.526,289,3,
209,16003,Bingham,Idaho,0.094,0.216,0.218,0.218,0.254,2935,32,
213,16005,Blaine,Idaho,0.084,0.193,0.176,0.195,0.352,1349,7,
225,16007,Boise,Idaho,0.151,0.12,0.102,0.243,0.385,154,2,
230,16009,Bonner,Idaho,0.038,0.059,0.15,0.152,0.601,1104,8,
231,16011,Bonneville,Idaho,0.095,0.197,0.175,0.229,0.304,8014,75,
246,16013,Boundary,Idaho,0.155,0.107,0.102,0.13,0.506,387,4,
330,16015,Butte,Idaho,0.057,0.038,0.038,0.549,0.318,128,0,
362,16017,Camas,Idaho,0.088,0.116,0.119,0.241,0.436,54,0,
380,16019,Canyon,Idaho,0.096,0.202,0.188,0.247,0.268,16144,149,
387,16021,Caribou,Idaho,0.045,0.171,0.061,0.185,0.537,454,10,
425,16023,Cassia,Idaho,0.107,0.213,0.159,0.222,0.298,2219,18,
520,16025,Clark,Idaho,0.186,0.03,0.047,0.098,0.639,50,0,
559,16027,Clearwater,Idaho,0.113,0.095,0.17,0.24,0.381,578,0,
694,16029,Custer,Idaho,0.1,0.181,0.191,0.202,0.326,156,1,
869,16031,Elmore,Idaho,0.134,0.223,0.102,0.149,0.392,4325,67,
956,16033,Franklin,Idaho,0.119,0.228,0.196,0.239,0.218,733,7,
984,16035,Fremont,Idaho,0.037,0.112,0.127,0.25,0.475,747,10,
1024,16037,Gem,Idaho,0.069,0.029,0.199,0.244,0.458,2572,51,
1058,16039,Gooding,Idaho,0.206,0.044,0.038,0.173,0.539,2229,32,
1330,16041,Idaho,Idaho,0.131,0.118,0.085,0.256,0.41,549,15,
1400,16043,Jefferson,Idaho,0.111,0.206,0.202,0.247,0.233,1633,11,
1425,16045,Jerome,Idaho,0.119,0.136,0.111,0.198,0.436,243,13,
1529,16047,Kootenai,Idaho,0.211,0.202,0.089,0.153,0.345,421,6,
1588,16049,Latah,Idaho,0.045,0.094,0.164,0.275,0.423,2254,2,
1629,16051,Lemhi,Idaho,0.099,0.208,0.192,0.249,0.252,12070,392,
1637,16053,Lewis,Idaho,0.175,0.219,0.096,0.167,0.343,1452,14,
1657,16055,Lincoln,Idaho,0.146,0.105,0.17,0.22,0.359,332,10,
1750,16057,Madison,Idaho,0.002,0.012,0.066,0.328,0.592,4386,8,
1927,16059,Minidoka,Idaho,0.109,0.173,0.231,0.125,0.362,1008,15,
2068,16061,Nez Perce,Idaho,0.027,0.073,0.157,0.285,0.459,201,16,
2125,16063,Oneida,Idaho,0.18,0.2,0.105,0.135,0.379,127,2,
2172,16065,Owyhee,Idaho,0.101,0.207,0.196,0.25,0.245,214,3,
2200,16067,Payette,Idaho,0.134,0.219,0.106,0.152,0.39,111,0,
2319,16069,Power,Idaho,0.009,0.03,0.117,0.326,0.517,520,0,
2597,16071,Shoshone,Idaho,0.083,0.173,0.153,0.185,0.406,2194,45,
2770,16073,Teton,Idaho,0.123,0.137,0.146,0.171,0.423,970,27,
2832,16075,Twin Falls,Idaho,0.081,0.199,0.174,0.242,0.304,270,18,
2868,16077,Valley,Idaho,0.078,0.205,0.152,0.185,0.381,3542,30,
2947,16079,Washington,Idaho,0.068,0.144,0.299,0.147,0.342,780,2,
12,16081,Adams,Illinois,0.099,0.189,0.19,0.25,0.272,1928,25,
35,16083,Alexander,Illinois,0.166,0.222,0.101,0.177,0.335,268,4,
229,16085,Bond,Illinois,0.041,0.118,0.102,0.378,0.361,1143,11,
234,16087,Boone,Illinois,0.136,0.13,0.324,0.172,0.239,2839,59,
283,17001,Brown,Illinois,0.18,0.092,0.189,0.19,0.35,337,6,
311,17003,Bureau,Illinois,0.11,0.082,0.148,0.262,0.398,2224,55,
351,17005,Calhoun,Illinois,0.07,0.055,0.108,0.218,0.549,1098,7,
395,17007,Carroll,Illinois,0.025,0.006,0.065,0.244,0.66,813,13,
417,17009,Cass,Illinois,0.18,0.099,0.136,0.2,0.385,3235,33,
444,17011,Champaign,Illinois,0.012,0.019,0.156,0.208,0.605,11336,60,
504,17013,Christian,Illinois,0.082,0.06,0.219,0.366,0.273,1969,44,
521,17015,Clark,Illinois,0.03,0.064,0.12,0.19,0.596,838,20,
542,17017,Clay,Illinois,0.103,0.08,0.19,0.187,0.441,1404,26,
569,17019,Clinton,Illinois,0,0.067,0.08,0.192,0.661,2044,29,
594,17021,Coles,Illinois,0.059,0.057,0.091,0.19,0.603,3454,61,
627,17023,Cook,Illinois,0.127,0.089,0.107,0.226,0.451,318324,6823,
657,17025,Crawford,Illinois,0.062,0.115,0.145,0.306,0.372,362,2,
681,17027,Cumberland,Illinois,0.102,0.063,0.083,0.166,0.587,683,19,
737,17029,De Kalb,Illinois,0.112,0.055,0.201,0.221,0.411,2087,40,
744,17031,De Witt,Illinois,0.023,0.021,0.072,0.162,0.722,751,10,
806,17033,Douglas,Illinois,0.146,0.196,0.047,0.219,0.392,5979,92,
817,17035,Du Page,Illinois,0.095,0.075,0.194,0.212,0.424,875,8,
844,17037,Edgar,Illinois,0.007,0.012,0.034,0.191,0.756,371,4,
849,17039,Edwards,Illinois,0.035,0.106,0.073,0.28,0.507,268,2,
853,17041,Effingham,Illinois,0.048,0.061,0.105,0.191,0.594,2267,33,
912,17043,Fayette,Illinois,0.01,0.01,0.056,0.163,0.76,1912,36,
941,17045,Ford,Illinois,0.174,0.09,0.131,0.208,0.398,9185,57,
957,17047,Franklin,Illinois,0.086,0.148,0.233,0.306,0.228,2204,27,
991,17049,Fulton,Illinois,0.072,0.072,0.214,0.232,0.41,42236,714,
1002,17051,Gallatin,Illinois,0.069,0.076,0.156,0.229,0.47,575,30,
1110,17053,Greene,Illinois,0.011,0.082,0.167,0.172,0.567,894,32,
1133,17055,Grundy,Illinois,0.099,0.166,0.119,0.211,0.405,2985,24,
1157,17057,Hamilton,Illinois,0.016,0.03,0.311,0.199,0.444,411,4,
1173,17059,Hancock,Illinois,0.201,0.06,0.128,0.238,0.373,1010,16,
1190,17061,Hardin,Illinois,0.136,0.029,0.109,0.217,0.508,161,2,
1234,17063,Henderson,Illinois,0.056,0.056,0.105,0.183,0.599,899,8,
1246,17065,Henry,Illinois,0.138,0.179,0.1,0.21,0.373,2861,22,
1347,17067,Iroquois,Illinois,0.147,0.154,0.125,0.163,0.411,433,14,
1364,17069,Jackson,Illinois,0.163,0.072,0.235,0.191,0.34,2842,37,
1385,17071,Jasper,Illinois,0.096,0.044,0.101,0.155,0.604,695,12,
1401,17073,Jefferson,Illinois,0.067,0.072,0.061,0.203,0.597,2026,63,
1426,17075,Jersey,Illinois,0.097,0.168,0.069,0.242,0.424,1951,14,
1431,17077,Jo Daviess,Illinois,0.066,0.078,0.151,0.209,0.496,2113,56,
1435,17079,Johnson,Illinois,0.099,0.135,0.131,0.254,0.38,775,7,
1463,17081,Kane,Illinois,0.122,0.126,0.08,0.279,0.393,4408,28,
1465,17083,Kankakee,Illinois,0.074,0.079,0.124,0.185,0.537,193,1,
1475,17085,Kendall,Illinois,0.034,0.104,0.22,0.178,0.465,2789,7,
1518,17087,Knox,Illinois,0.124,0.05,0.189,0.141,0.496,583,9,
1538,17091,La Salle,Illinois,0.044,0.084,0.096,0.249,0.527,412,4,
1555,17089,Lake,Illinois,0.013,0.026,0.048,0.165,0.748,451,8,
1599,17093,Lawrence,Illinois,0.001,0.009,0.065,0.136,0.788,1210,31,
1619,17095,Lee,Illinois,0.035,0.031,0.194,0.246,0.494,2113,38,
1686,17097,Livingston,Illinois,0.02,0.018,0.046,0.146,0.769,457,10,
1695,17099,Logan,Illinois,0.018,0.046,0.113,0.267,0.556,2432,40,
1739,17107,Macon,Illinois,0.046,0.045,0.23,0.128,0.551,349,16,
1743,17109,Macoupin,Illinois,0.041,0.091,0.097,0.182,0.59,1908,29,
1751,17111,Madison,Illinois,0.03,0.012,0.066,0.176,0.716,15363,270,
1787,17113,Marion,Illinois,0.085,0.062,0.091,0.201,0.561,2655,66,
1805,17115,Marshall,Illinois,0.016,0.062,0.088,0.286,0.549,435,7,
1822,17117,Mason,Illinois,0.015,0.05,0.147,0.227,0.561,734,25,
1828,17119,Massac,Illinois,0.035,0.045,0.083,0.189,0.648,558,8,
1845,17101,McDonough,Illinois,0.197,0.157,0.105,0.281,0.26,1636,23,
1849,17103,McHenry,Illinois,0.013,0.054,0.058,0.224,0.65,960,22,
1857,17105,McLean,Illinois,0.03,0.147,0.08,0.234,0.51,7382,288,
1881,17121,Menard,Illinois,0.1,0.093,0.101,0.302,0.404,186,1,
1888,17123,Mercer,Illinois,0.048,0.083,0.133,0.198,0.538,12622,186,
1952,17125,Monroe,Illinois,0.238,0.031,0.292,0.126,0.313,2191,48,
1972,17127,Montgomery,Illinois,0.097,0.043,0.232,0.256,0.373,1240,19,
1998,17129,Morgan,Illinois,0.102,0.047,0.138,0.172,0.54,858,8,
2016,17131,Moultrie,Illinois,0.039,0.066,0.11,0.215,0.571,26,1,
2109,17133,Ogle,Illinois,0.003,0.04,0.112,0.174,0.67,600,17,
2214,17135,Peoria,Illinois,0.018,0.05,0.091,0.316,0.525,9036,78,
2221,17137,Perry,Illinois,0.05,0.062,0.177,0.178,0.533,698,7,
2241,17139,Piatt,Illinois,0.081,0.073,0.213,0.243,0.39,467,10,
2255,17141,Pike,Illinois,0.053,0.045,0.129,0.184,0.589,403,3,
2302,17143,Pope,Illinois,0.039,0.036,0.096,0.251,0.577,2075,14,
2341,17145,Pulaski,Illinois,0.055,0.092,0.104,0.358,0.392,17578,284,
2349,17147,Putnam,Illinois,0.003,0.052,0.06,0.198,0.688,2855,60,
2372,17149,Randolph,Illinois,0.138,0.079,0.218,0.205,0.36,1050,31,
2404,17151,Richland,Illinois,0.104,0.054,0.213,0.214,0.415,45,0,
2437,17153,Rock Island,Illinois,0.117,0.064,0.189,0.225,0.405,82,2,
2481,17157,Saline,Illinois,0.008,0.032,0.117,0.391,0.452,898,23,
2509,17159,Sangamon,Illinois,0.111,0.151,0.107,0.3,0.331,5588,88,
2530,17161,Schuyler,Illinois,0.078,0.025,0.066,0.235,0.596,217,2,
2539,17163,Scott,Illinois,0.032,0.027,0.037,0.138,0.767,407,3,
2578,17165,Shelby,Illinois,0.117,0.106,0.111,0.204,0.462,1463,26,
2641,17155,St Clair,Illinois,0.021,0.025,0.168,0.251,0.535,4603,57,
2670,17167,Stark,Illinois,0.017,0.03,0.155,0.233,0.564,251,0,
2683,17169,Stephenson,Illinois,0.132,0.1,0.152,0.198,0.417,337,7,
2760,17171,Tazewell,Illinois,0.113,0.057,0.148,0.162,0.52,1372,14,
2845,17173,Union,Illinois,0.07,0.047,0.168,0.245,0.469,1256,28,
2881,17175,Vermilion,Illinois,0.013,0.101,0.058,0.155,0.672,21388,187,
2893,17177,Wabash,Illinois,0.036,0.059,0.041,0.222,0.644,16921,371,
2922,17179,Warren,Illinois,0.044,0.04,0.141,0.215,0.56,1148,22,
2948,17181,Washington,Illinois,0.1,0.078,0.162,0.195,0.466,901,9,
2982,17183,Wayne,Illinois,0.023,0.119,0.088,0.266,0.504,4023,95,
